date,x1_count,x2_count,x3_count,x4_count,x5_count,x6_count,x6_mean,x6_max,x6_min,x6_std,x7_count,x8_count,x8_mean,x8_max,x8_min,x8_std,x9_count,x9_mean,x9_max,x9_min,x9_std,x10_count,x11_count,x12_count,x13_count,x14_count,x14_mean,x14_max,x14_min,x14_std,x15_count,x15_mean,x15_max,x15_min,x15_std,x16_count,x17_count,x17_mean,x17_max,x17_min,x17_std,x18_count,x19_count,x20_count,x21_count,x22_count,x23_count,x24_count,x25_count,x26_count,label
23/07/2015,0,0,0,0,0,0,77908.875,6071.5,41800.375,12070.20833,0,0,72227.54167,11250.375,47395.16667,12296.16667,0,74070,10580,45219,0,0,0,0,0,0,72632.70833,11962.66667,47513.79167,12296.16667,0,74020,10591,44182,0,0,0,79565.5,259.4583333,45938.75,20134.08333,0,0,0,0,0,0,0,0,0,0
24/07/2015,0,0,0,0,0,0,77560.5,6235,41641.5,13167.5,0,0,72173.5,11313.5,47671,13414,0,74070,10580,45219,0,0,0,0,0,0,72547.5,11971,47780.5,13414,0,74020,10591,44182,0,0,0,80086,251.5,47377,19931,0,0,0,0,0,0,0,0,0,0
25/07/2015,0,0,0,0,0,0,77212.125,6398.5,41482.625,14264.79167,0,0,72119.45833,11376.625,47946.83333,14531.83333,0,74070,10580,45219,0,0,0,0,0,0,72462.29167,11979.33333,48047.20833,14531.83333,0,74020,10591,44182,0,0,0,80606.5,243.5416667,48815.25,19727.91667,0,0,0,0,0,0,0,0,0,0
26/07/2015,0,0,0,0,0,0,76863.75,6562,41323.75,15362.08333,0,0,72065.41667,11439.75,48222.66667,15649.66667,0,74070,10580,45219,0,0,0,0,0,0,72377.08333,11987.66667,48313.91667,15649.66667,0,74020,10591,44182,0,0,0,81127,235.5833333,50253.5,19524.83333,0,0,0,0,0,0,0,0,0,0
27/07/2015,0,0,0,0,0,0,76515.375,6725.5,41164.875,16459.375,0,0,72011.375,11502.875,48498.5,16767.5,0,74070,10580,45219,0,0,0,0,0,0,72291.875,11996,48580.625,16767.5,0,74020,10591,44182,0,0,0,81647.5,227.625,51691.75,19321.75,0,0,0,0,0,0,0,0,0,0
28/07/2015,0,0,0,0,0,0,76167,6889,41006,17556.66667,0,0,71957.33333,11566,48774.33333,17885.33333,0,74070,10580,45219,0,0,0,0,0,0,72206.66667,12004.33333,48847.33333,17885.33333,0,74020,10591,44182,0,0,0,82168,219.6666667,53130,19118.66667,0,0,0,0,0,0,0,0,0,0
29/07/2015,0,0,0,0,0,0,75818.625,7052.5,40847.125,18653.95833,0,0,71903.29167,11629.125,49050.16667,19003.16667,0,74070,10580,45219,0,0,0,0,0,0,72121.45833,12012.66667,49114.04167,19003.16667,0,74020,10591,44182,0,0,0,82688.5,211.7083333,54568.25,18915.58333,0,0,0,0,0,0,0,0,0,0
30/07/2015,0,0,0,0,0,0,75470.25,7216,40688.25,19751.25,0,0,71849.25,11692.25,49326,20121,0,74070,10580,45219,0,0,0,0,0,0,72036.25,12021,49380.75,20121,0,74020,10591,44182,0,0,0,83209,203.75,56006.5,18712.5,0,0,0,0,0,0,0,0,0,0
31/07/2015,0,0,0,0,0,0,75121.875,7379.5,40529.375,20848.54167,0,0,71795.20833,11755.375,49601.83333,21238.83333,0,74070,10580,45219,0,0,0,0,0,0,71951.04167,12029.33333,49647.45833,21238.83333,0,74020,10591,44182,0,0,0,83729.5,195.7916667,57444.75,18509.41667,0,0,0,0,0,0,0,0,0,0
01/08/2015,0,0,0,0,0,0,74773.5,7543,40370.5,21945.83333,0,0,71741.16667,11818.5,49877.66667,22356.66667,0,74070,10580,45219,0,0,0,0,0,0,71865.83333,12037.66667,49914.16667,22356.66667,0,74020,10591,44182,0,0,0,84250,187.8333333,58883,18306.33333,0,0,0,0,0,0,0,0,0,0
02/08/2015,0,0,0,0,0,0,74425.125,7706.5,40211.625,23043.125,0,0,71687.125,11881.625,50153.5,23474.5,0,74070,10580,45219,0,0,0,0,0,0,71780.625,12046,50180.875,23474.5,0,74020,10591,44182,0,0,0,84770.5,179.875,60321.25,18103.25,0,0,0,0,0,0,0,0,0,0
03/08/2015,0,0,0,0,0,0,74076.75,7870,40052.75,24140.41667,0,0,71633.08333,11944.75,50429.33333,24592.33333,0,74070,10580,45219,0,0,0,0,0,0,71695.41667,12054.33333,50447.58333,24592.33333,0,74020,10591,44182,0,0,0,85291,171.9166667,61759.5,17900.16667,0,0,0,0,0,0,0,0,0,0
04/08/2015,0,0,0,0,0,0,73728.375,8033.5,39893.875,25237.70833,0,0,71579.04167,12007.875,50705.16667,25710.16667,0,74070,10580,45219,0,0,0,0,0,0,71610.20833,12062.66667,50714.29167,25710.16667,0,74020,10591,44182,0,0,0,85811.5,163.9583333,63197.75,17697.08333,0,0,0,0,0,0,0,0,0,0
05/08/2015,0,0,0,0,0,2810,73380,8197,39735,26335,0,7,71525,12071,50981,26828,1,74070,10580,45219,0,0,0,0,0,7,71525,12071,50981,26828,1,74020,10591,44182,0,0,1997,86332,156,64636,17494,0,0,0,0,0,0,0,0,0,0
06/08/2015,1,0,0,0,0,2430,86018,6620,44027,26047,0,7,81013,15964,47513,24880,5,86012,55900,70616,12665,0,0,0,1,7,81013,15964,47513,24880,5,86012,55900,70616,12665,0,1901,84607,394,26759,15224,0,0,0,0,0,0,0,0,0,0
07/08/2015,0,0,0,0,0,2879,82044,4792,53097,26308,0,6,81991,38371,62786,18939,26,72984,24407,50119,16736,0,0,0,0,6,81991,38371,62786,18939,28,72984,24407,51749,17182,0,435,86384,131,41799,26352,0,0,0,0,0,0,0,0,0,0
08/08/2015,3,0,0,0,0,2310,70481,16339,42662,14368,0,1,72822,10556,44361,0,0,74070,10580,45219,0,0,0,0,0,1,73570,11871,44580,0,0,74020,10591,44182,0,1,157,81070,20376,66400,5359,1,0,0,0,0,0,0,0,0,0
09/08/2015,0,0,0,0,0,2331,86356,25,43088,25528,0,59,41464,16296,27410,11376,2,74070,10580,45219,0,0,0,0,0,59,41463,16296,27410,11376,2,74020,10591,44182,0,0,0,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
10/08/2015,5,0,0,0,0,3045,81933,12466,43620,24490,0,2,72822,10556,44361,0,6,81784,14488,48305,27389,0,0,0,1,2,73570,11871,44580,0,7,81787,14488,53088,28023,1,0,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
11/08/2015,0,0,0,0,0,5,73799,1920,50631,27961,0,5,69036,24704,54191,17041,1,74070,10580,45219,0,0,1,0,3,5,69036,24704,54191,17041,1,74020,10591,44182,0,38,1,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
12/08/2015,0,0,0,0,0,5,70333,53794,66420,7177,0,4,72822,10556,44361,0,5,70333,5992,54145,27854,0,0,0,2,4,73570,11871,44580,0,5,70333,5992,54145,27854,0,10,73230,14771,49325,20483,0,0,0,0,0,0,0,0,0,0
13/08/2015,0,0,0,0,0,0,70980.91667,52185.29167,65376.79167,7474.416667,0,0,72822,10556,44361,0,0,70488.70833,6183.166667,53773.08333,26693.41667,0,0,0,0,0,73570,11871,44580,0,0,70486.625,6183.625,53729.875,26693.41667,0,0,73757.75,14158.16667,49365.375,20406.70833,0,0,0,0,0,0,0,0,0,0
14/08/2015,0,0,0,0,0,0,71628.83333,50576.58333,64333.58333,7771.833333,0,0,72822,10556,44361,0,0,70644.41667,6374.333333,53401.16667,25532.83333,0,0,0,0,0,73570,11871,44580,0,0,70640.25,6375.25,53314.75,25532.83333,0,0,74285.5,13545.33333,49405.75,20330.41667,0,0,0,0,0,0,0,0,0,0
15/08/2015,0,0,0,0,0,0,72276.75,48967.875,63290.375,8069.25,0,0,72822,10556,44361,0,0,70800.125,6565.5,53029.25,24372.25,0,0,0,0,0,73570,11871,44580,0,0,70793.875,6566.875,52899.625,24372.25,0,0,74813.25,12932.5,49446.125,20254.125,0,0,0,0,0,0,0,0,0,0
16/08/2015,0,0,0,0,0,0,72924.66667,47359.16667,62247.16667,8366.666667,0,0,72822,10556,44361,0,0,70955.83333,6756.666667,52657.33333,23211.66667,0,0,0,0,0,73570,11871,44580,0,0,70947.5,6758.5,52484.5,23211.66667,0,0,75341,12319.66667,49486.5,20177.83333,0,0,0,0,0,0,0,0,0,0
17/08/2015,0,0,0,0,0,0,73572.58333,45750.45833,61203.95833,8664.083333,0,0,72822,10556,44361,0,0,71111.54167,6947.833333,52285.41667,22051.08333,0,0,0,0,0,73570,11871,44580,0,0,71101.125,6950.125,52069.375,22051.08333,0,0,75868.75,11706.83333,49526.875,20101.54167,0,0,0,0,0,0,0,0,0,0
18/08/2015,0,0,0,0,0,0,74220.5,44141.75,60160.75,8961.5,0,0,72822,10556,44361,0,0,71267.25,7139,51913.5,20890.5,0,0,0,0,0,73570,11871,44580,0,0,71254.75,7141.75,51654.25,20890.5,0,0,76396.5,11094,49567.25,20025.25,0,0,0,0,0,0,0,0,0,0
19/08/2015,0,0,0,0,0,0,74868.41667,42533.04167,59117.54167,9258.916667,0,0,72822,10556,44361,0,0,71422.95833,7330.166667,51541.58333,19729.91667,0,0,0,0,0,73570,11871,44580,0,0,71408.375,7333.375,51239.125,19729.91667,0,0,76924.25,10481.16667,49607.625,19948.95833,0,0,0,0,0,0,0,0,0,0
20/08/2015,0,0,0,0,0,0,75516.33333,40924.33333,58074.33333,9556.333333,0,0,72822,10556,44361,0,0,71578.66667,7521.333333,51169.66667,18569.33333,0,0,0,0,0,73570,11871,44580,0,0,71562,7525,50824,18569.33333,0,0,77452,9868.333333,49648,19872.66667,0,0,0,0,0,0,0,0,0,0
21/08/2015,0,0,0,0,0,0,76164.25,39315.625,57031.125,9853.75,0,0,72822,10556,44361,0,0,71734.375,7712.5,50797.75,17408.75,0,0,0,0,0,73570,11871,44580,0,0,71715.625,7716.625,50408.875,17408.75,0,0,77979.75,9255.5,49688.375,19796.375,0,0,0,0,0,0,0,0,0,0
22/08/2015,0,0,0,0,0,0,76812.16667,37706.91667,55987.91667,10151.16667,0,0,72822,10556,44361,0,0,71890.08333,7903.666667,50425.83333,16248.16667,0,0,0,0,0,73570,11871,44580,0,0,71869.25,7908.25,49993.75,16248.16667,0,0,78507.5,8642.666667,49728.75,19720.08333,0,0,0,0,0,0,0,0,0,0
23/08/2015,0,0,0,0,0,0,77460.08333,36098.20833,54944.70833,10448.58333,0,0,72822,10556,44361,0,0,72045.79167,8094.833333,50053.91667,15087.58333,0,0,0,0,0,73570,11871,44580,0,0,72022.875,8099.875,49578.625,15087.58333,0,0,79035.25,8029.833333,49769.125,19643.79167,0,0,0,0,0,0,0,0,0,0
24/08/2015,0,0,0,0,0,0,78108,34489.5,53901.5,10746,0,0,72822,10556,44361,0,0,72201.5,8286,49682,13927,0,0,0,0,0,73570,11871,44580,0,0,72176.5,8291.5,49163.5,13927,0,0,79563,7417,49809.5,19567.5,0,0,0,0,0,0,0,0,0,0
25/08/2015,0,0,0,0,0,0,78755.91667,32880.79167,52858.29167,11043.41667,0,0,72822,10556,44361,0,0,72357.20833,8477.166667,49310.08333,12766.41667,0,0,0,0,0,73570,11871,44580,0,0,72330.125,8483.125,48748.375,12766.41667,0,0,80090.75,6804.166667,49849.875,19491.20833,0,0,0,0,0,0,0,0,0,0
26/08/2015,0,0,0,0,0,0,79403.83333,31272.08333,51815.08333,11340.83333,0,0,72822,10556,44361,0,0,72512.91667,8668.333333,48938.16667,11605.83333,0,0,0,0,0,73570,11871,44580,0,0,72483.75,8674.75,48333.25,11605.83333,0,0,80618.5,6191.333333,49890.25,19414.91667,0,0,0,0,0,0,0,0,0,0
27/08/2015,0,0,0,0,0,0,80051.75,29663.375,50771.875,11638.25,0,0,72822,10556,44361,0,0,72668.625,8859.5,48566.25,10445.25,0,0,0,0,0,73570,11871,44580,0,0,72637.375,8866.375,47918.125,10445.25,0,0,81146.25,5578.5,49930.625,19338.625,0,0,0,0,0,0,0,0,0,0
28/08/2015,0,0,0,0,0,0,80699.66667,28054.66667,49728.66667,11935.66667,0,0,72822,10556,44361,0,0,72824.33333,9050.666667,48194.33333,9284.666667,0,0,0,0,0,73570,11871,44580,0,0,72791,9058,47503,9284.666667,0,0,81674,4965.666667,49971,19262.33333,0,0,0,0,0,0,0,0,0,0
29/08/2015,0,0,0,0,0,0,81347.58333,26445.95833,48685.45833,12233.08333,0,0,72822,10556,44361,0,0,72980.04167,9241.833333,47822.41667,8124.083333,0,0,0,0,0,73570,11871,44580,0,0,72944.625,9249.625,47087.875,8124.083333,0,0,82201.75,4352.833333,50011.375,19186.04167,0,0,0,0,0,0,0,0,0,0
30/08/2015,0,0,0,0,0,0,81995.5,24837.25,47642.25,12530.5,0,0,72822,10556,44361,0,0,73135.75,9433,47450.5,6963.5,0,0,0,0,0,73570,11871,44580,0,0,73098.25,9441.25,46672.75,6963.5,0,0,82729.5,3740,50051.75,19109.75,0,0,0,0,0,0,0,0,0,0
31/08/2015,0,0,0,0,0,0,82643.41667,23228.54167,46599.04167,12827.91667,0,0,72822,10556,44361,0,0,73291.45833,9624.166667,47078.58333,5802.916667,0,0,0,0,0,73570,11871,44580,0,0,73251.875,9632.875,46257.625,5802.916667,0,0,83257.25,3127.166667,50092.125,19033.45833,0,0,0,0,0,0,0,0,0,0
01/09/2015,0,0,0,0,0,0,83291.33333,21619.83333,45555.83333,13125.33333,0,0,72822,10556,44361,0,0,73447.16667,9815.333333,46706.66667,4642.333333,0,0,0,0,0,73570,11871,44580,0,0,73405.5,9824.5,45842.5,4642.333333,0,0,83785,2514.333333,50132.5,18957.16667,0,0,0,0,0,0,0,0,0,0
02/09/2015,0,0,0,0,0,0,83939.25,20011.125,44512.625,13422.75,0,0,72822,10556,44361,0,0,73602.875,10006.5,46334.75,3481.75,0,0,0,0,0,73570,11871,44580,0,0,73559.125,10016.125,45427.375,3481.75,0,0,84312.75,1901.5,50172.875,18880.875,0,0,0,0,0,0,0,0,0,0
03/09/2015,0,0,0,0,0,0,84587.16667,18402.41667,43469.41667,13720.16667,0,0,72822,10556,44361,0,0,73758.58333,10197.66667,45962.83333,2321.166667,0,0,0,0,0,73570,11871,44580,0,0,73712.75,10207.75,45012.25,2321.166667,0,0,84840.5,1288.666667,50213.25,18804.58333,0,0,0,0,0,0,0,0,0,0
04/09/2015,0,0,0,0,0,0,85235.08333,16793.70833,42426.20833,14017.58333,0,0,72822,10556,44361,0,0,73914.29167,10388.83333,45590.91667,1160.583333,0,0,0,0,0,73570,11871,44580,0,0,73866.375,10399.375,44597.125,1160.583333,0,0,85368.25,675.8333333,50253.625,18728.29167,0,0,0,0,0,0,0,0,0,0
05/09/2015,0,0,0,0,0,2023,85883,15185,41383,14315,0,3,72822,10556,44361,0,1,74070,10580,45219,0,0,0,0,0,4,73570,11871,44580,0,1,74020,10591,44182,0,0,7406,85896,63,50294,18652,0,0,0,0,0,0,0,0,0,0
06/09/2015,0,1,0,0,0,1825,85142,1940,47820,24437,0,3,72822,10556,44361,0,4,74070,10580,45219,0,0,0,0,0,3,73570,11871,44580,0,4,74020,10591,44182,0,0,587,86315,1951,51111,23029,0,0,0,0,0,0,0,0,0,0
07/09/2015,0,0,0,0,0,1711,84668,2218,48593,21155,0,2,72822,10556,44361,0,6,80885,2427,44264,30002,0,0,2,0,2,73570,11871,44580,0,6,80885,2427,44264,30002,0,433,84339,675,42689,25495,0,0,0,0,0,0,0,0,0,0
08/09/2015,0,0,0,0,0,808,60622,3284,16240,5457,0,1,72822,10556,44361,0,5,60626,60416,60578,91,0,0,0,0,1,73570,11871,44580,0,5,60626,60416,60578,91,0,23,81229,15607,50974,14511,0,0,0,0,0,0,0,0,0,0
09/09/2015,0,0,0,0,0,1836,83848,346,51637,29756,0,3,72822,10556,44361,0,1,74070,10580,45219,0,0,0,2,0,3,73570,11871,44580,0,1,74020,10591,44182,0,12,0,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
10/09/2015,1,0,0,0,0,1933,85595,13045,47576,17033,0,2,72822,10556,44361,0,3,74070,10580,45219,0,0,0,0,0,2,73570,11871,44580,0,4,74020,10591,44182,0,1,0,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
11/09/2015,0,0,0,0,0,7,80443,6556,59325,28683,0,6,80426,6630,57321,30855,2,74070,10580,45219,0,0,0,4,0,6,80426,6630,57321,30855,2,74020,10591,44182,0,8,3,81477,5002,42720,0,0,0,1,0,0,0,0,0,0,0
12/09/2015,0,0,0,0,0,4,81741,4273,43548,0,0,3,72822,10556,44361,0,3,74070,10580,45219,0,0,0,1,1,5,80392,20812,42595,22296,3,74020,10591,44182,0,18,22,83675,5002,48185,22980,0,0,0,0,0,0,0,0,0,0
13/09/2015,0,0,0,0,0,0,81911.26087,4177.782609,43590.56522,1142.73913,0,0,71790.21739,10340.34783,44060.69565,746.9565217,0,74125.56522,11097.08696,45334.73913,982.3913043,0,0,0,0,0,79031.08696,20150.43478,42285.78261,21977.56522,0,74077.73913,11107.6087,44342.82609,982.3913043,0,0,83760.95652,4874.652174,47823.43478,23063.91304,0,0,0,0,0,0,0,0,0,0
14/09/2015,0,0,0,0,0,0,82081.52174,4082.565217,43633.13043,2285.478261,0,0,70758.43478,10124.69565,43760.3913,1493.913043,0,74181.13043,11614.17391,45450.47826,1964.782609,0,0,0,0,0,77670.17391,19488.86957,41976.56522,21659.13043,0,74135.47826,11624.21739,44503.65217,1964.782609,0,0,83846.91304,4747.304348,47461.86957,23147.82609,0,0,0,0,0,0,0,0,0,0
15/09/2015,0,0,0,0,0,0,82251.78261,3987.347826,43675.69565,3428.217391,0,0,69726.65217,9909.043478,43460.08696,2240.869565,0,74236.69565,12131.26087,45566.21739,2947.173913,0,0,0,0,0,76309.26087,18827.30435,41667.34783,21340.69565,0,74193.21739,12140.82609,44664.47826,2947.173913,0,0,83932.86957,4619.956522,47100.30435,23231.73913,0,0,0,0,0,0,0,0,0,0
16/09/2015,0,0,0,0,0,0,82422.04348,3892.130435,43718.26087,4570.956522,0,0,68694.86957,9693.391304,43159.78261,2987.826087,0,74292.26087,12648.34783,45681.95652,3929.565217,0,0,0,0,0,74948.34783,18165.73913,41358.13043,21022.26087,0,74250.95652,12657.43478,44825.30435,3929.565217,0,0,84018.82609,4492.608696,46738.73913,23315.65217,0,0,0,0,0,0,0,0,0,0
17/09/2015,0,0,0,0,0,0,82592.30435,3796.913043,43760.82609,5713.695652,0,0,67663.08696,9477.73913,42859.47826,3734.782609,0,74347.82609,13165.43478,45797.69565,4911.956522,0,0,0,0,0,73587.43478,17504.17391,41048.91304,20703.82609,0,74308.69565,13174.04348,44986.13043,4911.956522,0,0,84104.78261,4365.26087,46377.17391,23399.56522,0,0,0,0,0,0,0,0,0,0
18/09/2015,0,0,0,0,0,0,82762.56522,3701.695652,43803.3913,6856.434783,0,0,66631.30435,9262.086957,42559.17391,4481.73913,0,74403.3913,13682.52174,45913.43478,5894.347826,0,0,0,0,0,72226.52174,16842.6087,40739.69565,20385.3913,0,74366.43478,13690.65217,45146.95652,5894.347826,0,0,84190.73913,4237.913043,46015.6087,23483.47826,0,0,0,0,0,0,0,0,0,0
19/09/2015,0,0,0,0,0,0,82932.82609,3606.478261,43845.95652,7999.173913,0,0,65599.52174,9046.434783,42258.86957,5228.695652,0,74458.95652,14199.6087,46029.17391,6876.73913,0,0,0,0,0,70865.6087,16181.04348,40430.47826,20066.95652,0,74424.17391,14207.26087,45307.78261,6876.73913,0,0,84276.69565,4110.565217,45654.04348,23567.3913,0,0,0,0,0,0,0,0,0,0
20/09/2015,0,0,0,0,0,0,83103.08696,3511.26087,43888.52174,9141.913043,0,0,64567.73913,8830.782609,41958.56522,5975.652174,0,74514.52174,14716.69565,46144.91304,7859.130435,0,0,0,0,0,69504.69565,15519.47826,40121.26087,19748.52174,0,74481.91304,14723.86957,45468.6087,7859.130435,0,0,84362.65217,3983.217391,45292.47826,23651.30435,0,0,0,0,0,0,0,0,0,0
21/09/2015,0,0,0,0,0,0,83273.34783,3416.043478,43931.08696,10284.65217,0,0,63535.95652,8615.130435,41658.26087,6722.608696,0,74570.08696,15233.78261,46260.65217,8841.521739,0,0,0,0,0,68143.78261,14857.91304,39812.04348,19430.08696,0,74539.65217,15240.47826,45629.43478,8841.521739,0,0,84448.6087,3855.869565,44930.91304,23735.21739,0,0,0,0,0,0,0,0,0,0
22/09/2015,0,0,0,0,0,0,83443.6087,3320.826087,43973.65217,11427.3913,0,0,62504.17391,8399.478261,41357.95652,7469.565217,0,74625.65217,15750.86957,46376.3913,9823.913043,0,0,0,0,0,66782.86957,14196.34783,39502.82609,19111.65217,0,74597.3913,15757.08696,45790.26087,9823.913043,0,0,84534.56522,3728.521739,44569.34783,23819.13043,0,0,0,0,0,0,0,0,0,1
23/09/2015,0,0,0,0,0,0,83613.86957,3225.608696,44016.21739,12570.13043,0,0,61472.3913,8183.826087,41057.65217,8216.521739,0,74681.21739,16267.95652,46492.13043,10806.30435,0,0,0,0,0,65421.95652,13534.78261,39193.6087,18793.21739,0,74655.13043,16273.69565,45951.08696,10806.30435,0,0,84620.52174,3601.173913,44207.78261,23903.04348,0,0,0,0,0,0,0,0,0,0
24/09/2015,0,0,0,0,0,0,83784.13043,3130.391304,44058.78261,13712.86957,0,0,60440.6087,7968.173913,40757.34783,8963.478261,0,74736.78261,16785.04348,46607.86957,11788.69565,0,0,0,0,0,64061.04348,12873.21739,38884.3913,18474.78261,0,74712.86957,16790.30435,46111.91304,11788.69565,0,0,84706.47826,3473.826087,43846.21739,23986.95652,0,0,0,0,0,0,0,0,0,0
25/09/2015,0,0,0,0,0,0,83954.3913,3035.173913,44101.34783,14855.6087,0,0,59408.82609,7752.521739,40457.04348,9710.434783,0,74792.34783,17302.13043,46723.6087,12771.08696,0,0,0,0,0,62700.13043,12211.65217,38575.17391,18156.34783,0,74770.6087,17306.91304,46272.73913,12771.08696,0,0,84792.43478,3346.478261,43484.65217,24070.86957,0,0,0,0,0,0,0,0,0,0
26/09/2015,0,0,0,0,0,0,84124.65217,2939.956522,44143.91304,15998.34783,0,0,58377.04348,7536.869565,40156.73913,10457.3913,0,74847.91304,17819.21739,46839.34783,13753.47826,0,0,0,0,0,61339.21739,11550.08696,38265.95652,17837.91304,0,74828.34783,17823.52174,46433.56522,13753.47826,0,0,84878.3913,3219.130435,43123.08696,24154.78261,0,0,0,0,0,0,0,0,0,0
27/09/2015,0,0,0,0,0,0,84294.91304,2844.73913,44186.47826,17141.08696,0,0,57345.26087,7321.217391,39856.43478,11204.34783,0,74903.47826,18336.30435,46955.08696,14735.86957,0,0,0,0,0,59978.30435,10888.52174,37956.73913,17519.47826,0,74886.08696,18340.13043,46594.3913,14735.86957,0,0,84964.34783,3091.782609,42761.52174,24238.69565,0,0,0,0,0,0,0,0,0,0
28/09/2015,0,0,0,0,0,0,84465.17391,2749.521739,44229.04348,18283.82609,0,0,56313.47826,7105.565217,39556.13043,11951.30435,0,74959.04348,18853.3913,47070.82609,15718.26087,0,0,0,0,0,58617.3913,10226.95652,37647.52174,17201.04348,0,74943.82609,18856.73913,46755.21739,15718.26087,0,0,85050.30435,2964.434783,42399.95652,24322.6087,0,0,0,0,0,0,0,0,0,0
29/09/2015,0,0,0,0,0,0,84635.43478,2654.304348,44271.6087,19426.56522,0,0,55281.69565,6889.913043,39255.82609,12698.26087,0,75014.6087,19370.47826,47186.56522,16700.65217,0,0,0,0,0,57256.47826,9565.391304,37338.30435,16882.6087,0,75001.56522,19373.34783,46916.04348,16700.65217,0,0,85136.26087,2837.086957,42038.3913,24406.52174,0,0,0,0,0,0,0,0,0,0
30/09/2015,0,0,0,0,0,0,84805.69565,2559.086957,44314.17391,20569.30435,0,0,54249.91304,6674.26087,38955.52174,13445.21739,0,75070.17391,19887.56522,47302.30435,17683.04348,0,0,0,0,0,55895.56522,8903.826087,37029.08696,16564.17391,0,75059.30435,19889.95652,47076.86957,17683.04348,0,0,85222.21739,2709.73913,41676.82609,24490.43478,0,0,0,0,0,0,0,0,0,0
01/10/2015,0,0,0,0,0,0,84975.95652,2463.869565,44356.73913,21712.04348,0,0,53218.13043,6458.608696,38655.21739,14192.17391,0,75125.73913,20404.65217,47418.04348,18665.43478,0,0,0,0,0,54534.65217,8242.26087,36719.86957,16245.73913,0,75117.04348,20406.56522,47237.69565,18665.43478,0,0,85308.17391,2582.391304,41315.26087,24574.34783,0,0,0,0,0,0,0,0,0,0
02/10/2015,0,0,0,0,0,0,85146.21739,2368.652174,44399.30435,22854.78261,0,0,52186.34783,6242.956522,38354.91304,14939.13043,0,75181.30435,20921.73913,47533.78261,19647.82609,0,0,0,0,0,53173.73913,7580.695652,36410.65217,15927.30435,0,75174.78261,20923.17391,47398.52174,19647.82609,0,0,85394.13043,2455.043478,40953.69565,24658.26087,0,0,0,0,0,0,0,0,0,0
03/10/2015,0,0,0,0,0,0,85316.47826,2273.434783,44441.86957,23997.52174,0,0,51154.56522,6027.304348,38054.6087,15686.08696,0,75236.86957,21438.82609,47649.52174,20630.21739,0,0,0,0,0,51812.82609,6919.130435,36101.43478,15608.86957,0,75232.52174,21439.78261,47559.34783,20630.21739,0,0,85480.08696,2327.695652,40592.13043,24742.17391,0,0,0,0,0,0,0,0,0,0
04/10/2015,0,0,0,0,0,0,85486.73913,2178.217391,44484.43478,25140.26087,0,0,50122.78261,5811.652174,37754.30435,16433.04348,0,75292.43478,21955.91304,47765.26087,21612.6087,0,0,0,0,0,50451.91304,6257.565217,35792.21739,15290.43478,0,75290.26087,21956.3913,47720.17391,21612.6087,0,0,85566.04348,2200.347826,40230.56522,24826.08696,0,0,0,0,0,0,0,0,0,0
05/10/2015,0,0,0,0,0,3226,85657,2083,44527,26283,0,6,49091,5596,37454,17180,5,75348,22473,47881,22595,0,0,0,0,8,49091,5596,35483,14972,5,75348,22473,47881,22595,0,123,85652,2073,39869,24910,0,0,0,0,0,0,0,0,0,0
06/10/2015,1,0,0,0,0,2357,80646,5480,52573,26907,0,1,72822,10556,44361,0,2,74070,10580,45219,0,0,0,1,0,1,73570,11871,44580,0,2,74020,10591,44182,0,0,576,84496,130,45311,21650,0,0,0,0,0,0,0,0,0,0
07/10/2015,0,0,0,0,0,2513,85037,1937,45322,30822,0,1,72822,10556,44361,0,9,84663,4992,44742,29249,0,0,0,0,2,73570,11871,44580,0,9,84663,4992,44742,29249,0,482,85388,0,39058,25285,0,0,0,0,0,0,0,0,0,0
08/10/2015,0,0,0,0,0,2487,80443,9886,50411,21374,0,3,72822,10556,44361,0,6,69715,9827,26964,23654,0,0,0,0,3,73570,11871,44580,0,6,69715,9827,26964,23654,0,61,65058,830,21522,19326,0,0,0,0,0,0,0,0,0,0
09/10/2015,2,0,0,0,0,3609,78863,4632,45154,25112,0,4,72822,10556,44361,0,0,74070,10580,45219,0,0,1,3,0,4,73570,11871,44580,0,0,74020,10591,44182,0,0,0,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
10/10/2015,0,0,0,0,0,4725,76334,267,31588,26545,0,3,72822,10556,44361,0,0,74070,10580,45219,0,0,0,0,0,3,73570,11871,44580,0,0,74020,10591,44182,0,3,41,1654,1652,1653,0,0,0,0,0,0,0,0,0,0,0
11/10/2015,0,0,0,0,1,25,86240,38973,79580,13780,0,14,86333,52651,83379,8878,23,86210,11407,71200,24003,0,0,0,0,14,86333,52651,83379,8878,23,86210,11407,71200,24003,3,0,81477,5002,42720,0,0,0,0,0,0,0,0,0,0,0
12/10/2015,0,0,0,0,0,2,81741,4273,43548,0,0,1,72822,10556,44361,0,2,74070,10580,45219,0,0,0,3,1,2,73570,11871,44580,0,2,74020,10591,44182,0,21,16,85014,1495,41930,27095,0,0,0,0,0,0,0,0,0,0
